/content/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
Overriding: device = cuda
Overriding: compile = False
Overriding: eval_only = False
Overriding: dataset = shakespeare_char
Overriding: out_dir = out/member3/bs128_L4_H8_E256_B16_D0.1_I1000
Overriding: block_size = 128
Overriding: n_layer = 4
Overriding: n_head = 8
Overriding: n_embd = 256
Overriding: batch_size = 16
Overriding: dropout = 0.1
Overriding: max_iters = 120
Overriding: eval_interval = 40
Overriding: eval_iters = 50
Overriding: always_save_checkpoint = False
Overriding: init_from = scratch
Overriding: bias = False
tokens per iteration will be: 81,920
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
num decayed parameter tensors: 18, with 3,195,136 parameters
iter 26: loss 3.7291, time 909.80ms, mfu 0.60%
iter 27: loss 3.7210, time 913.30ms, mfu 0.59%
iter 28: loss 3.6967, time 913.57ms, mfu 0.59%
iter 29: loss 3.6400, time 910.10ms, mfu 0.59%
iter 30: loss 3.6251, time 912.34ms, mfu 0.59%
iter 31: loss 3.6343, time 916.16ms, mfu 0.59%
iter 32: loss 3.5967, time 911.06ms, mfu 0.59%
iter 33: loss 3.6074, time 912.25ms, mfu 0.59%
iter 34: loss 3.5795, time 912.98ms, mfu 0.59%
iter 35: loss 3.5480, time 914.17ms, mfu 0.59%
iter 36: loss 3.5897, time 916.22ms, mfu 0.59%
iter 37: loss 3.5304, time 915.28ms, mfu 0.59%
iter 38: loss 3.4923, time 916.71ms, mfu 0.59%
iter 39: loss 3.5357, time 914.47ms, mfu 0.59%
step 40: train loss 3.4837, val loss 3.5002
saving checkpoint to out/member3/bs128_L4_H8_E256_B16_D0.1_I1000
iter 40: loss 3.4949, time 1835.64ms, mfu 0.56%
iter 41: loss 3.4963, time 918.62ms, mfu 0.56%
iter 42: loss 3.4786, time 917.14ms, mfu 0.57%
iter 43: loss 3.4498, time 916.01ms, mfu 0.57%
iter 44: loss 3.4572, time 919.60ms, mfu 0.57%
iter 45: loss 3.4168, time 914.67ms, mfu 0.57%
iter 46: loss 3.4860, time 914.45ms, mfu 0.57%
iter 47: loss 3.4383, time 916.66ms, mfu 0.58%
iter 48: loss 3.4548, time 913.16ms, mfu 0.58%
iter 49: loss 3.3669, time 917.22ms, mfu 0.58%
iter 50: loss 3.4052, time 916.02ms, mfu 0.58%
iter 51: loss 3.4004, time 919.32ms, mfu 0.58%
iter 52: loss 3.3412, time 919.60ms, mfu 0.58%
iter 53: loss 3.3877, time 920.61ms, mfu 0.58%
iter 54: loss 3.3571, time 919.85ms, mfu 0.58%
iter 55: loss 3.3205, time 918.67ms, mfu 0.58%
iter 56: loss 3.3210, time 921.33ms, mfu 0.58%
iter 57: loss 3.3621, time 920.76ms, mfu 0.58%
iter 58: loss 3.3312, time 921.05ms, mfu 0.58%
iter 59: loss 3.2879, time 920.99ms, mfu 0.58%
iter 60: loss 3.2942, time 920.61ms, mfu 0.58%
iter 61: loss 3.2745, time 922.44ms, mfu 0.58%
iter 62: loss 3.2612, time 919.14ms, mfu 0.58%
iter 63: loss 3.2170, time 922.37ms, mfu 0.58%
iter 64: loss 3.2731, time 921.05ms, mfu 0.58%
iter 65: loss 3.2219, time 922.34ms, mfu 0.58%
iter 66: loss 3.2170, time 921.77ms, mfu 0.58%
iter 67: loss 3.1768, time 921.98ms, mfu 0.58%
iter 68: loss 3.2110, time 925.35ms, mfu 0.58%
iter 69: loss 3.2264, time 920.51ms, mfu 0.59%
iter 70: loss 3.2385, time 925.92ms, mfu 0.58%
iter 71: loss 3.1278, time 923.14ms, mfu 0.58%
iter 72: loss 3.1250, time 928.57ms, mfu 0.58%
iter 73: loss 3.1426, time 927.22ms, mfu 0.58%
iter 74: loss 3.1085, time 926.49ms, mfu 0.58%
iter 75: loss 3.1003, time 924.51ms, mfu 0.58%
iter 76: loss 3.0763, time 928.72ms, mfu 0.58%
iter 77: loss 3.0969, time 926.43ms, mfu 0.58%
iter 78: loss 3.0811, time 928.39ms, mfu 0.58%
iter 79: loss 3.0539, time 927.34ms, mfu 0.58%
step 80: train loss 3.0286, val loss 3.0369
saving checkpoint to out/member3/bs128_L4_H8_E256_B16_D0.1_I1000
iter 80: loss 3.0586, time 1944.68ms, mfu 0.55%
iter 81: loss 3.0936, time 931.09ms, mfu 0.56%
iter 82: loss 3.0470, time 927.65ms, mfu 0.56%
iter 83: loss 3.0451, time 930.59ms, mfu 0.56%
iter 84: loss 3.0040, time 929.65ms, mfu 0.56%
iter 85: loss 3.0381, time 926.55ms, mfu 0.56%
iter 86: loss 2.9968, time 928.58ms, mfu 0.57%
iter 87: loss 3.0113, time 928.39ms, mfu 0.57%
iter 88: loss 3.0023, time 930.58ms, mfu 0.57%
iter 89: loss 2.9839, time 931.53ms, mfu 0.57%
iter 90: loss 3.0323, time 928.22ms, mfu 0.57%
iter 91: loss 2.9402, time 932.44ms, mfu 0.57%
iter 92: loss 2.9856, time 930.73ms, mfu 0.57%
iter 93: loss 2.9576, time 930.27ms, mfu 0.57%
iter 94: loss 2.9249, time 932.08ms, mfu 0.57%
iter 95: loss 2.8871, time 931.30ms, mfu 0.57%
iter 96: loss 2.9174, time 929.82ms, mfu 0.58%
iter 97: loss 2.9303, time 930.56ms, mfu 0.58%
iter 98: loss 2.9202, time 932.47ms, mfu 0.58%
iter 99: loss 2.9058, time 930.32ms, mfu 0.58%
iter 100: loss 2.9550, time 934.07ms, mfu 0.58%
iter 101: loss 2.9042, time 933.50ms, mfu 0.58%
iter 102: loss 2.9037, time 930.91ms, mfu 0.58%
iter 103: loss 2.9098, time 932.43ms, mfu 0.58%
iter 104: loss 2.8492, time 932.22ms, mfu 0.58%
iter 105: loss 2.9053, time 934.89ms, mfu 0.58%
iter 106: loss 2.8901, time 935.90ms, mfu 0.58%
iter 107: loss 2.8419, time 930.89ms, mfu 0.58%
iter 108: loss 2.8626, time 934.78ms, mfu 0.58%
iter 109: loss 2.8304, time 932.78ms, mfu 0.58%
iter 110: loss 2.8511, time 937.97ms, mfu 0.58%
iter 111: loss 2.8681, time 933.15ms, mfu 0.58%
iter 112: loss 2.8412, time 936.22ms, mfu 0.58%
iter 113: loss 2.8457, time 936.00ms, mfu 0.58%
iter 114: loss 2.7718, time 936.07ms, mfu 0.58%
iter 115: loss 2.8390, time 938.66ms, mfu 0.58%
iter 116: loss 2.8568, time 936.04ms, mfu 0.58%
iter 117: loss 2.8412, time 937.81ms, mfu 0.58%
iter 118: loss 2.8715, time 937.23ms, mfu 0.58%
iter 119: loss 2.8066, time 939.38ms, mfu 0.58%
step 120: train loss 2.7868, val loss 2.7817
saving checkpoint to out/member3/bs128_L4_H8_E256_B16_D0.1_I1000
iter 120: loss 2.8402, time 1940.61ms, mfu 0.55%
