/content/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
Overriding: device = cuda
Overriding: compile = False
Overriding: eval_only = False
Overriding: dataset = shakespeare_char
Overriding: out_dir = out/member2/bs64_L6_H8_E256_B8_D0.2_I400
Overriding: block_size = 64
Overriding: n_layer = 6
Overriding: n_head = 8
Overriding: n_embd = 256
Overriding: batch_size = 8
Overriding: dropout = 0.2
Overriding: max_iters = 120
Overriding: eval_interval = 40
Overriding: eval_iters = 50
Overriding: always_save_checkpoint = False
Overriding: init_from = scratch
Overriding: bias = False
tokens per iteration will be: 20,480
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.74M
num decayed parameter tensors: 26, with 4,751,616 parameters
iter 67: loss 3.1931, time 576.35ms, mfu 0.32%
iter 68: loss 3.0747, time 602.28ms, mfu 0.32%
iter 69: loss 3.2439, time 578.62ms, mfu 0.32%
iter 70: loss 3.1313, time 607.48ms, mfu 0.32%
iter 71: loss 3.1622, time 573.54ms, mfu 0.32%
iter 72: loss 3.1229, time 591.37ms, mfu 0.33%
iter 73: loss 3.1725, time 715.15ms, mfu 0.32%
iter 74: loss 3.1637, time 755.82ms, mfu 0.31%
iter 75: loss 3.1112, time 842.96ms, mfu 0.31%
iter 76: loss 3.0682, time 596.81ms, mfu 0.31%
iter 77: loss 3.0583, time 584.66ms, mfu 0.31%
iter 78: loss 3.0606, time 587.25ms, mfu 0.31%
iter 79: loss 3.0342, time 606.62ms, mfu 0.31%
step 80: train loss 2.9781, val loss 2.9907
saving checkpoint to out/member2/bs64_L6_H8_E256_B8_D0.2_I400
iter 80: loss 3.0662, time 1270.58ms, mfu 0.30%
iter 81: loss 3.0717, time 577.50ms, mfu 0.30%
iter 82: loss 3.0648, time 584.99ms, mfu 0.30%
iter 83: loss 3.0748, time 601.67ms, mfu 0.31%
iter 84: loss 2.9827, time 616.58ms, mfu 0.31%
iter 85: loss 3.0147, time 596.99ms, mfu 0.31%
iter 86: loss 3.0358, time 585.42ms, mfu 0.31%
iter 87: loss 3.0703, time 611.84ms, mfu 0.31%
iter 88: loss 3.0044, time 583.39ms, mfu 0.31%
iter 89: loss 3.0102, time 618.32ms, mfu 0.31%
iter 90: loss 2.9763, time 591.29ms, mfu 0.32%
iter 91: loss 2.9882, time 691.94ms, mfu 0.31%
iter 92: loss 3.0604, time 760.40ms, mfu 0.31%
iter 93: loss 2.9284, time 822.26ms, mfu 0.30%
iter 94: loss 2.9830, time 611.40ms, mfu 0.30%
iter 95: loss 2.9081, time 595.66ms, mfu 0.30%
iter 96: loss 3.0239, time 604.99ms, mfu 0.31%
iter 97: loss 2.8814, time 600.86ms, mfu 0.31%
iter 98: loss 2.9956, time 596.27ms, mfu 0.31%
iter 99: loss 2.9774, time 588.13ms, mfu 0.31%
iter 100: loss 2.8615, time 597.60ms, mfu 0.31%
iter 101: loss 2.9314, time 586.81ms, mfu 0.31%
iter 102: loss 2.7724, time 597.77ms, mfu 0.32%
iter 103: loss 2.9134, time 576.98ms, mfu 0.32%
iter 104: loss 2.8959, time 597.36ms, mfu 0.32%
iter 105: loss 2.8522, time 604.56ms, mfu 0.32%
iter 106: loss 2.8620, time 583.52ms, mfu 0.32%
iter 107: loss 2.9280, time 595.59ms, mfu 0.32%
iter 108: loss 2.8379, time 579.16ms, mfu 0.32%
iter 109: loss 2.8094, time 593.09ms, mfu 0.32%
iter 110: loss 2.8663, time 614.55ms, mfu 0.32%
iter 111: loss 2.8420, time 779.14ms, mfu 0.31%
iter 112: loss 2.9076, time 783.67ms, mfu 0.31%
iter 113: loss 2.8826, time 729.71ms, mfu 0.30%
iter 114: loss 2.8326, time 582.62ms, mfu 0.31%
iter 115: loss 2.8373, time 602.19ms, mfu 0.31%
iter 116: loss 2.7347, time 579.20ms, mfu 0.31%
iter 117: loss 2.8711, time 595.85ms, mfu 0.31%
iter 118: loss 2.8059, time 598.95ms, mfu 0.31%
iter 119: loss 2.8018, time 564.51ms, mfu 0.32%
step 120: train loss 2.7769, val loss 2.7773
saving checkpoint to out/member2/bs64_L6_H8_E256_B8_D0.2_I400
iter 120: loss 2.8240, time 1260.71ms, mfu 0.30%
